time,Gyr_X,Gyr_Y,Gyr_Z
0.0,0.002131047016685,-2.6097799078158957e-19,-0.0010646508437165
0.0035000000000025,0.0042603487041181,0.0010646508437165,-0.0042603487041181
0.0069999999999978,0.002131047016685,0.0053267448770866,-0.0042603487041181
0.0105000000000003,0.0042603487041181,0.002131047016685,-0.0042603487041181
0.0140000000000028,0.0042603487041181,-5.217422403749877e-19,-0.002131047016685
0.0174999999999982,2.6097799078158957e-19,0.002131047016685,-0.0031956978604016
0.0210000000000007,0.0085224427374883,-1.0436982219381666e-18,-0.0042603487041181
0.0245000000000032,5.217422403749877e-19,0.0042603487041181,-0.0053267448770866
0.0279999999999986,0.0042603487041181,0.002131047016685,-0.0063913957208032
0.0315000000000011,0.0010646508437165,-1.3038212479669908e-19,-0.0042603487041181
0.0349999999999965,0.002131047016685,0.002131047016685,-0.0053267448770866
0.038499999999999,0.0031956978604016,0.0010646508437165,-0.002131047016685
0.0420000000000015,1.3038212479669908e-19,0.0010646508437165,-0.002131047016685
0.0454999999999969,0.0042603487041181,0.0010646508437165,-0.0053267448770866
0.0489999999999994,0.002131047016685,-2.6097799078158957e-19,-0.0053267448770866
0.0525000000000019,0.002131047016685,0.0010646508437165,-0.0031956978604016
0.0559999999999973,0.0010646508437165,0.0031956978604016,-0.0063913957208032
0.0594999999999998,0.0031956978604016,0.002131047016685,-0.0031956978604016
0.0630000000000023,0.0031956978604016,0.0010646508437165,-0.0053267448770866
0.0664999999999977,0.0031956978604016,-3.913601155782886e-19,-0.0053267448770866
0.0700000000000002,0.0031956978604016,0.0010646508437165,-0.0031956978604016
0.0735000000000027,0.0053267448770866,-6.523381063598781e-19,-0.0063913957208032
0.0769999999999981,0.0031956978604016,0.0010646508437165,-0.0042603487041181
0.0805000000000006,0.0010646508437165,0.002131047016685,-0.0063913957208032
0.0840000000000031,0.002131047016685,0.0031956978604016,-0.002131047016685
0.0874999999999985,0.0031956978604016,-3.913601155782886e-19,-0.0031956978604016
0.091000000000001,0.0042603487041181,0.002131047016685,-0.0042603487041181
0.0944999999999964,0.002131047016685,-2.6097799078158957e-19,-0.0010646508437165
